proteome,data,mdl,term,estimate,std.error,statistic,p.value,conf.low,conf.high,identified_as
NP_001714,,,expr_level,0.25435145796796826,0.14715521205273843,1.728457010933545,0.08390632191196944,-0.023607151076233582,0.5649398604981162,insignificant
NP_002464,,,expr_level,-0.3266761599272682,0.2597429263915112,-1.2576903035075087,0.20850378036758277,-0.8641976077434359,0.16925265894237268,insignificant
NP_001073936,,,expr_level,0.06815657830697344,0.16041923690223853,0.4248653691608626,0.67093482124044,-0.2508602003894154,0.3869737257689156,insignificant
NP_061198,,,expr_level,0.7245936542249211,0.22763841414976949,3.1830904152591364,0.0014571210556457864,0.30414450965079765,1.2071919337470611,significant
NP_001074248,,,expr_level,0.5643708811489108,0.19001459224542214,2.970144947709971,0.002976592660247779,0.212765805850681,0.9677846797373477,significant
NP_001074419,,,expr_level,0.556531490052566,0.18883576213098574,2.947172102212972,0.0032069466404641986,0.20683242035532173,0.9572414906222724,significant
NP_056009,,,expr_level,0.7688617332022352,0.2715002871139146,2.8319002582845902,0.004627228007710268,0.2768631395842062,1.3555553426943896,significant
NP_036355,,,expr_level,0.10044175625451457,0.20341055375440614,0.49378832317513843,0.6214556805665121,-0.30002099642449787,0.5063752317767908,insignificant
NP_001155291,,,expr_level,0.10426255545253506,0.20385657304196053,0.511450545335491,0.6090356094492455,-0.2969550409575386,0.5112300230095791,insignificant
NP_002462,,,expr_level,0.19413022308583766,0.1436558283477166,1.351356400353967,0.17658129311467285,-0.07784053333987284,0.4919014179527766,insignificant
NP_000248,,,expr_level,0.1285458378368161,0.15891075897303325,0.8089184059502856,0.41856208098316766,-0.17967077546361854,0.45061861456882535,insignificant
NP_036467,,,expr_level,-0.17547870732125445,0.2009026232980126,-0.8734515480216248,0.3824170045956132,-0.5882862475512931,0.20840512919199247,insignificant
NP_004989,,,expr_level,-0.26965821254074207,0.23349612703984257,-1.1548723139837305,0.24814271850564978,-0.7459781614457184,0.18254906302399881,insignificant
NP_001243024,,,expr_level,0.44107129225830505,0.2501823966826599,1.7629989084235023,0.07790067376880856,-0.03469243205953948,0.9605856529323754,insignificant
NP_149043,,,expr_level,-0.3848448582288556,0.20579332064662542,-1.8700551457143042,0.06147616035464985,-0.8159105335871555,-5.157949384724456e-4,insignificant
NP_002461,,,expr_level,0.13085863874722375,0.18816035442553847,0.6954633942242547,0.4867649439690624,-0.23057433751319845,0.515684852723691,insignificant
NP_060003,,,expr_level,0.157824057649595,0.17356618450088085,0.9093018787239288,0.36319079919154285,-0.1765305454313575,0.5115309529440362,insignificant
NP_003793,,,expr_level,0.08566439869131663,0.19099820314250907,0.44850892459653163,0.6537859467327282,-0.2839813748747936,0.47344492997751897,insignificant
NP_060004,,,expr_level,0.06573998181378202,0.18336874736366132,0.3585124660496529,0.7199598405009797,-0.2910168808554168,0.43595041250554156,insignificant
NP_005954,,,expr_level,0.11886319967793499,0.17060901940255999,0.6966993895995128,0.485990940884526,-0.21177707369672127,0.46427721723231696,insignificant
NP_002463,,,expr_level,0.16651878905640638,0.17569167518194756,0.9477898647386583,0.343236441236794,-0.17077607318544546,0.525520414006341,insignificant
NP_689914,,,expr_level,0.11638474607205575,0.25069892964008944,0.46424109683731407,0.6424750201759584,-0.3586086479918949,0.6413741403207006,insignificant
NP_001242941,,,expr_level,0.4470748699198975,0.2511323944684542,1.7802357631566184,0.07503738484276423,-0.030144353406897223,0.9688249734300274,insignificant
NP_055796,,,expr_level,0.027553135295931046,0.1400200638906726,0.1967799080383543,0.8439997747564179,-0.2386142360555585,0.32187216338145597,insignificant
NP_065935,,,expr_level,0.06947526700963386,0.1696939399028195,0.4094151332064128,0.6822350357945313,-0.25796134219672723,0.4154665562629447,insignificant
NP_008974,,,expr_level,-0.6273870573546408,0.2808547708829598,-2.233848673398861,0.02549303169684727,-1.2135208271555455,-0.09845101389389507,significant
NP_001242970,,,expr_level,0.1527969099959833,0.2143236817365453,0.7129259294071244,0.47589159310608126,-0.26486901450688516,0.5843579253498892,insignificant
NP_002465,,,expr_level,0.08242520863645435,0.09998206578549886,0.8243999360174161,0.409712351203579,-0.1195323643225603,0.28280385167737215,insignificant
NP_005955,,,expr_level,0.43994474238554687,0.2500498888544626,1.7594278661791745,0.07850486227387858,-0.03573858880845128,0.9590069956971378,insignificant
NP_001035202,,,expr_level,0.08141766518096874,0.10030823526083865,0.811674783922303,0.4169782671741848,-0.12141365403139734,0.28242182102599944,insignificant
NP_001070654,,,expr_level,0.18820996508837498,0.15704983569687617,1.1984091817303226,0.23075775971847398,-0.11345381263654002,0.5095866404432068,insignificant
NP_079005,,,expr_level,0.18856579239234572,0.15678956409682152,1.2026680058623136,0.2291048195539363,-0.11260476667707861,0.5094361141608686,insignificant
NP_000250,,,expr_level,0.2682984369070129,0.29198521043643194,0.9188768037462778,0.3581600140595835,-0.29278050904201514,0.8665770372049253,insignificant
NP_878918,,,expr_level,-0.2404046760381797,0.2484933266730055,-0.9674492239163037,0.3333195128562439,-0.748175990147117,0.23820594398463282,insignificant
NP_892006,,,expr_level,0.22835053163574917,0.26516179605621415,0.8611743283988731,0.38914203675040443,-0.2755452797755751,0.7789670924758423,insignificant
NP_149062,,,expr_level,0.21603652501027834,0.2638100619546082,0.8189093448886346,0.4128381378820941,-0.28647613177578274,0.7625756319173029,insignificant
NP_003118,,,expr_level,0.053870226127834195,0.2756306973491664,0.195443492491665,0.8450457709650518,-0.5019069177782263,0.5930752535985474,insignificant
NP_001123910,,,expr_level,0.057999461042460655,0.27548094418046076,0.21053892208408667,0.8332470769242043,-0.49728457354280325,0.5971242020284899,insignificant
NP_001182461,,,expr_level,0.06465806701603592,0.2748887172443066,0.23521542704341425,0.8140415328139389,-0.4889184733870977,0.6031156179229237,insignificant
NP_001243000,,,expr_level,0.11941510816668807,0.1651594434011834,0.723029248025623,0.46966191524571366,-0.21503966940996944,0.4513921296226528,insignificant
NP_004406,,,expr_level,0.08341788934547219,0.13760673755104766,0.6062049782593446,0.5443786474243862,-0.19236382366343377,0.35626996821971857,insignificant
NP_689916,,,expr_level,-0.03216060764199313,0.1899847017356058,-0.16927998595776295,0.8655764176817813,-0.4145331310879737,0.33964985476494836,insignificant
NP_060124,,,expr_level,0.05551504493738775,0.17834491217634565,0.31127910664754505,0.7555884493287818,-0.29802929697916425,0.4098246618304638,insignificant
NP_008835,,,expr_level,-0.4096029700648308,0.25366802155192747,-1.614720560987158,0.10637122285912266,-0.9283083174008661,0.08005715112351927,insignificant
NP_000375,,,expr_level,-0.15884143665169995,0.1385539655531381,-1.1464228830807532,0.25162021888345126,-0.4426856759806024,0.1069965377976391,insignificant
NP_001447,,,expr_level,0.06191865773382884,0.16754399750059426,0.36956655360696655,0.7117054757380188,-0.2704525029568952,0.3971580555949865,insignificant
NP_001157789,,,expr_level,0.2194209041401397,0.1560889452593382,1.405742756321256,0.15980052573344417,-0.07951192360029793,0.5404343684334193,insignificant
NP_001448,,,expr_level,0.21971126589064616,0.15614994806672441,1.4070530833398764,0.15941164870147936,-0.07928748054390553,0.5408986055338625,insignificant
NP_001449,,,expr_level,0.26143137210096923,0.18786733900312172,1.391574360334263,0.16405132748958057,-0.10174643763026893,0.6488935170228862,insignificant
NP_001120959,,,expr_level,0.2642866722431424,0.18820878292253243,1.4042207177543036,0.1602531343533918,-0.09930102638274904,0.652715561399426,insignificant
NP_003119,,,expr_level,0.2036046349623285,0.23955635314040472,0.8499237540279101,0.39536747807475525,-0.2715212727401111,0.6801088765407439,insignificant
NP_842565,,,expr_level,0.1858071444322244,0.23803128545339694,0.7805996765437908,0.4350379820853516,-0.28734782527040625,0.6586167290911223,insignificant
NP_001020029,,,expr_level,0.0025142326621317174,0.10984932160582947,0.022888012646573253,0.9817396024144872,-0.2261236431608241,0.21335356491609117,insignificant
NP_008877,,,expr_level,-0.5253029031882949,0.21552502462978532,-2.4373174488235207,0.014796683202645993,-0.9871329635118636,-0.1334306448307213,significant
NP_000338,,,expr_level,0.002021730094350784,0.10988034024224981,0.01839937963327687,0.9853202473405864,-0.22670164189209302,0.21288344925436126,insignificant
NP_066022,,,expr_level,0.14106153998804669,0.20975594159773048,0.6725031906775457,0.5012634095608309,-0.267466797596316,0.5660139448016984,insignificant
NP_001243415,,,expr_level,0.24358952873156206,0.22176182794040555,1.0984285753498673,0.2720173902685656,-0.18661536976573992,0.6924747671090643,insignificant
NP_004478,,,expr_level,0.24416208372905598,0.22189858069217636,1.100331885708472,0.2711875442395834,-0.18640344418840338,0.6931772587408958,insignificant
NP_001243417,,,expr_level,0.24832970394366963,0.22076495481369232,1.1248601670189895,0.2606482936203793,-0.17978579348537196,0.6952613518188322,insignificant
NP_005742,,,expr_level,1.0739896097917763,0.3928428986189459,2.733890859596616,0.006259078723805978,0.3564922080891076,1.9177102765604308,significant
NP_671714,,,expr_level,1.0852448223061306,0.39372576870587667,2.756346951517,0.005845095987656237,0.3667711750477572,1.9314411976653356,significant
NP_005520,,,expr_level,0.1925325029781312,0.18475223043253813,1.0421119275657893,0.2973597892500765,-0.16670617832202592,0.5659902068852698,insignificant
NP_004360,,,expr_level,0.3649216522229044,0.16454208734906384,2.2178012817398516,0.02656838470065344,0.05566445882432212,0.7086482240383757,significant
NP_476507,,,expr_level,0.3624993841722772,0.1585323061982415,2.286596296145335,0.022219397635709036,0.0650556669716975,0.6942214704172422,significant
NP_065816,,,expr_level,0.1028823043683759,0.35954760461747787,0.2861437624590274,0.7747680145748235,-0.60305722815704,0.8222402723266584,insignificant
NP_006280,,,expr_level,0.16956175336585405,0.2732513145342141,0.6205340810707172,0.5349062233201073,-0.36495169121431353,0.7206883067671741,insignificant
NP_055874,,,expr_level,0.4753486195932997,0.19178918570528974,2.478495426346602,0.013193780264435292,0.11232405173447986,0.872170941239211,significant
NP_113584,,,expr_level,0.1353831962514453,0.33657674544825605,0.4022357399384223,0.6875105417334217,-0.5196264166833917,0.8148427401938607,insignificant
NP_612482,,,expr_level,0.022547426672940362,0.2508580562562903,0.08988121413930066,0.9283816096660589,-0.4591374265609596,0.5448812964624352,insignificant
NP_006176,,,expr_level,0.46495645545964354,0.23091596631828215,2.0135309951619913,0.04405879760937502,0.025576662313234633,0.9430241504771218,significant
NP_006258,,,expr_level,0.10611392121767756,0.4370429443655835,0.24279975820617292,0.8081605228906332,-0.7503005536412314,0.9913894388105875,insignificant
NP_001137485,,,expr_level,0.329413639393865,0.4464737169538436,0.7378119402892416,0.46062873644221203,-0.5158818246709502,1.2644629086101926,insignificant
NP_005045,,,expr_level,0.3498234590672596,0.3652944843094593,0.9576477994967659,0.33824038735564405,-0.32224127298351696,1.133874856788265,insignificant
NP_872394,,,expr_level,0.29474466282435485,0.43617684335051277,0.6757457836602695,0.49920206223785757,-0.5343077526949721,1.2052139588443718,insignificant
NP_001019628,,,expr_level,0.17438451137825636,0.3884725775048918,0.4488978668669617,0.6535053349378735,-0.5672580791732609,0.9817878172646809,insignificant
NP_872634,,,expr_level,-0.2567586609291198,0.2758827476097947,-0.9306803819870471,0.35201892062462226,-0.8179720161613111,0.27722780008551223,insignificant
NP_005029,,,expr_level,0.2707228885996827,0.2660130578004268,1.0177052616822646,0.30881804600529195,-0.2423527003389645,0.8221716077305158,insignificant
NP_003128,,,expr_level,-1.7411789804132323,0.47244977299268986,-3.685426642040472,2.28319841109039e-4,-2.8009668332252553,-0.9263637171678025,significant
NP_005720,,,expr_level,-0.04220933956459824,0.15896247529927385,-0.26553021073138167,0.7906010400482193,-0.3692615559008672,0.2632114114167412,insignificant
NP_004095,,,expr_level,-0.07822012904632128,0.10769909386138053,-0.7262840033454542,0.4676646838338909,-0.2998941722293902,0.12727810805513062,insignificant
NP_002017,,,expr_level,-0.11187465842985657,0.1270914081925016,-0.8802692488889834,0.378713467186798,-0.36747317009176295,0.13829349332703442,insignificant
NP_997647,,,expr_level,-0.11159386528395376,0.12759120360444226,-0.8746203666979788,0.3817805022864284,-0.36817655402368743,0.1396134828531126,insignificant
NP_997639,,,expr_level,-0.10706040942921492,0.12759895789110748,-0.8390382742826153,0.40144783200902107,-0.3634000916931436,0.1443105176308369,insignificant
NP_009055,,,expr_level,0.842019573845112,0.278603301164863,3.0222885742005206,0.002508712637434774,0.32583064308323256,1.4304276544701182,significant
NP_003997,,,expr_level,0.11104340664976031,0.1513709682906372,0.7335845697739962,0.46320196797992924,-0.1878467228167995,0.4152087934202452,insignificant
NP_004005,,,expr_level,0.005480068086423988,0.15423965315072885,0.035529566972435145,0.9716574702187871,-0.3053906684325037,0.30866514955736896,insignificant
NP_004007,,,expr_level,0.06873108855556481,0.15675991384669785,0.43844811386398086,0.6610614749089407,-0.24439373814285878,0.3799195588929294,insignificant
NP_000055,,,expr_level,0.030803864672716917,0.13262997624839984,0.2322541671501548,0.8163406084427717,-0.23480417701711176,0.29246979932854095,insignificant
NP_002323,,,expr_level,0.5357244094627801,0.2096811693308882,2.554947643473783,0.01062037713757763,0.14864026520224533,0.9829863379054229,significant
NP_061027,,,expr_level,0.19828263297823026,0.1188106150248885,1.6688966127874512,0.09513787101562818,-0.028563425542710595,0.4435283990176673,insignificant
NP_065872,,,expr_level,0.6102659164945731,0.3465331189827001,1.7610608714286822,0.07822810078918367,-0.037547791236103883,1.3383651271152233,insignificant
NP_006827,,,expr_level,0.1205346913540263,0.2944301044473575,0.4093830404342272,0.6822585836718286,-0.4530464273851882,0.7140920533030398,insignificant
NP_003117,,,expr_level,-0.012194724770692987,0.09521005152866363,-0.12808232507910872,0.8980838233760482,-0.2102085683116409,0.16989419563644653,insignificant
NP_612429,,,expr_level,0.2988900104537386,0.1613553896457576,1.852370789162524,0.06397259691378245,-0.006496461339006915,0.6330373976576741,insignificant
NP_003283,,,expr_level,0.05279402674225141,0.40985278862408936,0.12881216916806992,0.8975062761519135,-0.7419499424525947,0.8934535617144492,insignificant
NP_054733,,,expr_level,-0.48037717251034767,0.4704466812727094,-1.0211086434083734,0.3072029684757078,-1.425717854382171,0.4458045299567227,insignificant
NP_000468,,,expr_level,0.04107805760064416,0.11844427545853523,0.34681336385078987,0.7287315366541318,-0.1993665502050458,0.2736680699778795,insignificant
NP_004361,,,expr_level,0.0032820792064277827,0.12082757904995797,0.027163328374482765,0.978329464623863,-0.23732628779191167,0.24177125129383253,insignificant
NP_004850,,,expr_level,-0.23060356124056886,0.34891372745501187,-0.6609185683882338,0.5086645373800993,-0.9651287511906456,0.4268370948145178,insignificant
NP_009029,,,expr_level,-0.23182324210161034,0.2955892036561629,-0.7842750656457439,0.43287872695668034,-0.8443454719659076,0.3318419083144538,insignificant
NP_003861,,,expr_level,0.43295075917843573,0.2786584986827332,1.553696590001987,0.12025680686343014,-0.10621040271678038,1.0024214760102705,insignificant
NP_006624,,,expr_level,0.13599372544951355,0.15478935967566515,0.8785728278382011,0.37963293403150705,-0.16927497512817202,0.44494452917823735,insignificant
NP_839943,,,expr_level,-0.058390309887033684,0.23843922335926468,-0.244885506102555,0.8065450845204737,-0.5339791272245776,0.4148215735712588,insignificant
NP_002696,,,expr_level,0.29272918269212345,0.13513056464859471,2.1662692186135826,0.03029062045330489,0.039234153296633,0.5766892668917778,significant
NP_002069,,,expr_level,0.21149399865348315,0.26163598484085426,0.8083521033321504,0.41888791618951177,-0.30421455830210586,0.7457572108856911,insignificant
NP_001166184,,,expr_level,0.21211651454041316,0.2617039448288681,0.8105208909981053,0.4176408631612588,-0.30358408210109367,0.7467523384776631,insignificant
NP_114141,,,expr_level,0.3830848914060533,0.1794977597876642,2.1342043034922624,0.0328260605902471,0.045811143548089975,0.7607996490133798,significant
NP_001254479,,,expr_level,-0.032216073189523464,0.19322808566261085,-0.1667256241712961,0.8675859425583837,-0.40973555406013334,0.367009672598347,insignificant
NP_001091738,,,expr_level,-0.45965535574944033,0.3398700731848778,-1.3524443368669399,0.17623321411710666,-1.1537879837697944,0.1950660410497362,insignificant
NP_596870,,,expr_level,0.025834940909498744,0.10408228296450446,0.24821650883954308,0.8039668937675427,-0.17476572103962604,0.23932605721704747,insignificant
NP_663304,,,expr_level,-0.19997199848133257,0.38306906563675747,-0.522025964557928,0.6016522526462894,-0.9670522819540717,0.5575286128101173,insignificant
NP_003179,,,expr_level,-0.07113296590194022,0.35433658536234774,-0.20074970759567212,0.8408942897767129,-0.7696053217924578,0.6412957693444266,insignificant
NP_003741,,,expr_level,0.1857504546160001,0.3035857284878162,0.6118550286972888,0.540633677784057,-0.37830090094801466,0.8360759383703451,insignificant
NP_003080,,,expr_level,-0.20838483373061656,0.34205996862328264,-0.6092055570528186,0.542388197380643,-0.8854608396851564,0.4844664108350684,insignificant
NP_002895,,,expr_level,-0.25593884055428984,0.42014457113027,-0.6091685056545297,0.5424127534812195,-1.107480711679171,0.5662464254691215,insignificant
NP_067051,,,expr_level,-0.3001833547673834,0.24789715730156617,-1.2109189069974338,0.22592648561333292,-0.8105971213423879,0.18738570168389204,insignificant
NP_078873,,,expr_level,-0.045566805207519254,0.16559324931204927,-0.27517308463252443,0.7831832643865759,-0.3743655114865356,0.2828992397258934,insignificant
NP_001166987,,,expr_level,0.007727691299206572,0.16230116710923836,0.047613282374028613,0.9620244462325716,-0.31144522761628385,0.33273649483706963,insignificant
NP_065700,,,expr_level,0.05011461056008489,0.25350575381400337,0.1976862844574876,0.843290521361191,-0.44239891728246755,0.5666628105495534,insignificant
NP_055107,,,expr_level,0.045461668089909354,0.1209108876171904,0.37599317138290433,0.706921972630957,-0.20493706369910455,0.29131266852754345,insignificant
NP_002151,,,expr_level,0.0750320637345387,0.10821051695380467,0.6933897540344445,0.48806499046483626,-0.13915382707223314,0.291169179549141,insignificant
NP_061978,,,expr_level,0.21497110189891588,0.1039892110159498,2.0672442823510195,0.03871114148354904,0.015273361415701,0.4273702583506753,significant
NP_006436,,,expr_level,0.1142490429814611,0.37316291141000674,0.306163982239735,0.7594797944459382,-0.6067372348887847,0.8743643038175442,insignificant
NP_006717,,,expr_level,0.6242939490785677,0.21335416236837182,2.9260921940706166,0.0034324919919518546,0.23795666565543516,1.086309288800022,significant
NP_001186211,,,expr_level,0.6279855565152421,0.21373312680413586,2.9381760605164655,0.003301494773405642,0.2413891526837906,1.091329122863371,significant
NP_056493,,,expr_level,0.48019191090837393,0.17924559251232142,2.678960772077926,0.007385104520378954,0.14716227866332043,0.8599937910104389,significant
NP_004230,,,expr_level,-0.21814621264097653,0.32547888430376587,-0.6702315362411746,0.5027102032418329,-0.8816250192817654,0.4087639500992505,insignificant
NP_510880,,,expr_level,-0.3542993921958184,0.2935421090470351,-1.2069797868047885,0.2274399284519611,-0.9897779162900475,0.17139818905151302,insignificant
NP_004516,,,expr_level,0.13009300983786992,0.08486855590354142,1.5328764399588584,0.12530630186705624,-0.03518339146879125,0.30283006080413716,insignificant
NP_579899,,,expr_level,1.167582032764866,0.2859486890528892,4.083187220169103,4.442220599984802e-5,0.6606598920839869,1.7948073797179125,significant
NP_038479,,,expr_level,1.1671544513914582,0.2855474925566622,4.087426721703241,4.361843843300718e-5,0.6607740713357726,1.793274371287744,significant
NP_001124459,,,expr_level,-0.1418607493750782,0.21728826117243374,-0.6528689060772666,0.5138407962170903,-0.5971906696479526,0.26887245257952813,insignificant
NP_001124453,,,expr_level,-0.10886497338969552,0.21289468020972885,-0.5113560060892522,0.6091017946605818,-0.553279441787716,0.2959112690737213,insignificant
NP_001229752,,,expr_level,0.2661606153843383,0.13648064419433503,1.9501711539795468,0.051155722705000586,0.006140721366487106,0.5465958260179381,insignificant
NP_001002029,,,expr_level,0.26490986601862515,0.1359662446138402,1.948350245099434,0.0513730688969343,0.005828976494764656,0.5442602276550482,insignificant
NP_009224,,,expr_level,0.2630632737204288,0.13597368702941764,1.9346630915694416,0.05303165233492239,0.003968559545282625,0.5423899571208057,insignificant
NP_000543,,,expr_level,0.12035012176320989,0.1485733811199099,0.810038250836321,0.41791819188248985,-0.1742634103720852,0.41621111066598215,insignificant
NP_057336,,,expr_level,-1.0583686886930086,0.5540181887319189,-1.9103500755372083,0.056088154295524474,-2.2525840845403695,-0.058396415615104946,insignificant
NP_005551,,,expr_level,-0.040812848789494226,0.16525106064337228,-0.24697480688231277,0.8049277214150196,-0.37914018638128266,0.2775420592062129,insignificant
NP_937762,,,expr_level,0.14617621883960077,0.1338894196869836,1.0917682605641443,0.2749349731456713,-0.11198805980305943,0.4197216467068218,insignificant
NP_004437,,,expr_level,-0.0855591175082196,0.380209007894906,-0.2250318002246519,0.8219545356341629,-0.8463160247313488,0.6626839020629038,insignificant
NP_005900,,,expr_level,-0.13328414210576844,0.12456822426512824,-1.0699690301604479,0.2846332490830218,-0.3899546478508182,0.10369135888010904,insignificant
NP_002364,,,expr_level,0.32885543470959183,0.2228821218807093,1.4754679825132024,0.1400867700163199,-0.0949016612560283,0.7888721807252886,insignificant
NP_055987,,,expr_level,-0.42736215180710707,0.2963417814842974,-1.4421258779864363,0.1492668659335775,-1.0452627293335717,0.14688376605211015,insignificant
NP_542417,,,expr_level,-0.5431301279800781,0.31663953266543676,-1.7152947498629385,0.08629120065567783,-1.2158593870599916,0.056676157619689777,insignificant
NP_037450,,,expr_level,-0.08935898086755442,0.2333814386274128,-0.3828881225220898,0.7018027183805309,-0.5497383615732739,0.4006175657720667,insignificant
NP_001264,,,expr_level,-0.52529570884625,0.38768476849754274,-1.3549557566628503,0.1754316535905692,-1.3153484207489177,0.2205694487628891,insignificant
NP_001005271,,,expr_level,0.17804384115454883,0.3466756005734765,0.5135747680541283,0.6075493242483854,-0.5068702888665771,0.8705678804071895,insignificant
NP_056372,,,expr_level,-0.2428402019249471,0.40476432318720057,-0.5999545612438655,0.5485365185358796,-1.0654190488564868,0.5477375116211984,insignificant
NP_001034679,,,expr_level,0.18073853845837973,0.39798308468756854,0.45413623194630537,0.6497307766876984,-0.5971623272867093,0.9837424268618421,insignificant
NP_004645,,,expr_level,0.31751227577899716,0.3644865152908622,0.8711221470720821,0.38368746270618426,-0.38990453409604114,1.0587220961411172,insignificant
NP_001008938,,,expr_level,-0.9658161997191287,0.45306135846552303,-2.1317558464713455,0.03302692314192173,-1.9210613910733105,-0.1208626211474378,significant
NP_005091,,,expr_level,0.40301218491536955,0.14182397267235683,2.8416365535494648,0.004488262612153837,0.1411313470580952,0.7049375581406379,significant
NP_942133,,,expr_level,-0.12277912950199113,0.17249766231956212,-0.7117727153573568,0.4766055310108809,-0.4801207470575703,0.20531453565926766,insignificant
NP_001084,,,expr_level,-0.045271825180474366,0.15815751903459627,-0.2862451653061866,0.7746903533434106,-0.37314114155694295,0.2567248301889722,insignificant
NP_004332,,,expr_level,-0.5012323945388939,0.32761612443908,-1.5299381109433083,0.12603204877784993,-1.1913930002486892,0.11076095502418237,insignificant
NP_002449,,,expr_level,0.0505079435438812,0.06865800451204089,0.7356453759885109,0.46194654034537036,-0.08735766192194028,0.1865022138609395,insignificant
NP_203754,,,expr_level,-0.17464191125653344,0.28330865855084236,-0.6164369001281065,0.5376062056450404,-0.7485956143535858,0.37510661560035624,insignificant
NP_001979,,,expr_level,0.28394689570043835,0.1564930229396919,1.8144380520393149,0.06961031187782804,-0.013156072220231883,0.6100661455704582,insignificant
NP_001138599,,,expr_level,0.0942610422990652,0.13116878523157677,0.7186240394972674,0.47237259742804366,-0.16417070345371937,0.3585622292708534,insignificant
NP_001072989,,,expr_level,0.6686160790669811,0.2373338861890808,2.81719601782572,0.004844494921807888,0.2309706529566716,1.1720540819470893,significant
NP_001072990,,,expr_level,0.6560506102424658,0.23530668455538623,2.7880661846988257,0.005302370991910372,0.2220122408792865,1.1552503247894632,significant
NP_000005,,,expr_level,-0.06874289225071606,0.11705095503462183,-0.5872903149776351,0.5570087445747864,-0.3069376781645356,0.1574200263396143,insignificant
NP_002855,,,expr_level,-0.07621000785500538,0.13683071834585747,-0.5569656344445598,0.5775509091783402,-0.3534853270952762,0.18913222257499396,insignificant
NP_573566,,,expr_level,-0.7245216196916673,0.26480682151809865,-2.7360383525548593,0.006218377808996479,-1.280886253919511,-0.23304535367858428,significant
NP_057427,,,expr_level,-1.1153487563064368,0.30622142717523443,-3.642294945180898,2.7021820889549733e-4,-1.790406524908772,-0.5742682015152425,significant
NP_003364,,,expr_level,0.2668292055441802,0.19290462273498052,1.383218306337635,0.16659793822284563,-0.10591484124928317,0.6636006899981959,insignificant
NP_056083,,,expr_level,-0.03923875354693537,0.37857123794423236,-0.10364958986323114,0.9174474325461847,-0.8151079016093504,0.6937045502245919,insignificant
NP_001123476,,,expr_level,-0.04228201151133233,0.2220894942501726,-0.1903827628321031,0.849009203917608,-0.4884965633379068,0.39375726688275225,insignificant
NP_001093,,,expr_level,-0.04804555682352785,0.22265246691524962,-0.2157872198281814,0.8291536107389339,-0.4956253868680599,0.38881233329215165,insignificant
NP_004915,,,expr_level,-0.2964187125630134,0.3000135837359776,-0.9880176386408963,0.3231440097753938,-0.9326023250804905,0.25990807567619906,insignificant
NP_001265272,,,expr_level,0.01506643317098678,0.26075425725400564,0.057780200138056736,0.9539237098265552,-0.5124178787232484,0.5258114577985648,insignificant
NP_001095,,,expr_level,0.061636413719691314,0.24222453676898242,0.25445982699298547,0.7991403362468824,-0.42209498373984355,0.5416543355793844,insignificant
NP_055426,,,expr_level,-1.6383420903357955,0.4598624713052257,-3.5626783931415322,3.67090290206168e-4,-2.6445269929711674,-0.8195179866841352,significant
NP_062536,,,expr_level,0.4904508467745038,0.3095339260818958,1.5844817173440995,0.11308413890510197,-0.10636117845512919,1.1222341575236736,insignificant
NP_009131,,,expr_level,-0.658767510532156,0.4044072099355461,-1.628970736296095,0.10331921405825804,-1.5237260413991918,0.07841704157090923,insignificant
